Time,Current,State
0.0,0.0,0
0.001,0.0,0
0.002,0.0,0
0.003,1.0,1
0.004,1.0,1
0.005,1.0,1
0.006,0.0,0
0.007,0.0,0
0.008,1.0,1
0.009000000000000001,1.0,1
0.01,0.0,0
0.011,0.0,0
0.012,0.0,0
0.013000000000000001,1.0,1
0.014,1.0,1
0.015,1.0,1
0.016,1.0,1
0.017,0.0,0
0.018000000000000002,0.0,0
0.019,0.0,0
0.02,0.0,0
0.021,0.0,0
0.022,1.0,1
0.023,0.0,0
0.024,0.0,0
0.025,0.0,0
0.026000000000000002,1.0,1
0.027,0.0,0
0.028,0.0,0
0.029,0.0,0
0.03,0.0,0
0.031,1.0,1
0.032,1.0,1
0.033,0.0,0
0.034,2.0,2
0.035,2.0,2
0.036000000000000004,2.0,2
0.037,0.0,0
0.038,0.0,0
0.039,0.0,0
0.04,1.0,1
0.041,0.0,0
0.042,2.0,2
0.043000000000000003,2.0,2
0.044,2.0,2
0.045,2.0,2
0.046,2.0,2
0.047,2.0,2
0.048,0.0,0
0.049,1.0,1
0.05,0.0,0
0.051000000000000004,0.0,0
0.052000000000000005,0.0,0
0.053,0.0,0
0.054,0.0,0
0.055,0.0,0
0.056,0.0,0
0.057,1.0,1
0.058,0.0,0
0.059000000000000004,0.0,0
0.06,0.0,0
0.061,0.0,0
0.062,1.0,1
0.063,0.0,0
0.064,0.0,0
0.065,2.0,2
0.066,0.0,0
0.067,0.0,0
0.068,2.0,2
0.069,2.0,2
0.07,2.0,2
0.07100000000000001,2.0,2
0.07200000000000001,2.0,2
0.073,0.0,0
0.074,2.0,2
0.075,2.0,2
0.076,2.0,2
0.077,0.0,0
0.078,1.0,1
0.079,0.0,0
0.08,0.0,0
0.081,0.0,0
0.082,0.0,0
0.083,0.0,0
0.084,0.0,0
0.085,1.0,1
0.08600000000000001,0.0,0
0.08700000000000001,2.0,2
0.088,2.0,2
0.089,1.0,1
0.09,1.0,1
0.091,0.0,0
0.092,0.0,0
0.093,0.0,0
0.094,0.0,0
0.095,0.0,0
0.096,1.0,1
0.097,1.0,1
0.098,0.0,0
0.099,0.0,0
0.1,1.0,1
0.101,0.0,0
0.10200000000000001,0.0,0
0.10300000000000001,2.0,2
0.10400000000000001,2.0,2
0.105,0.0,0
0.106,0.0,0
0.107,0.0,0
0.108,0.0,0
0.109,0.0,0
0.11,2.0,2
0.111,2.0,2
0.112,2.0,2
0.113,2.0,2
0.114,2.0,2
0.115,2.0,2
0.116,2.0,2
0.117,1.0,1
0.11800000000000001,0.0,0
0.11900000000000001,0.0,0
0.12,0.0,0
0.121,2.0,2
0.122,2.0,2
0.123,2.0,2
0.124,1.0,1
0.125,0.0,0
0.126,0.0,0
0.127,0.0,0
0.128,0.0,0
0.129,0.0,0
0.13,0.0,0
0.131,0.0,0
0.132,0.0,0
0.133,0.0,0
0.134,2.0,2
0.135,2.0,2
0.136,2.0,2
0.137,2.0,2
0.138,2.0,2
0.139,2.0,2
0.14,2.0,2
0.14100000000000001,2.0,2
0.14200000000000002,0.0,0
0.14300000000000002,1.0,1
0.14400000000000002,0.0,0
0.145,0.0,0
0.146,0.0,0
0.147,0.0,0
0.148,0.0,0
0.149,2.0,2
0.15,2.0,2
0.151,2.0,2
0.152,1.0,1
0.153,0.0,0
0.154,0.0,0
0.155,2.0,2
0.156,2.0,2
0.157,1.0,1
0.158,0.0,0
0.159,0.0,0
0.16,0.0,0
0.161,0.0,0
0.162,0.0,0
0.163,0.0,0
0.164,0.0,0
0.165,0.0,0
0.166,0.0,0
0.167,0.0,0
0.168,1.0,1
0.169,0.0,0
0.17,0.0,0
0.171,0.0,0
0.17200000000000001,0.0,0
0.17300000000000001,0.0,0
0.17400000000000002,0.0,0
0.17500000000000002,2.0,2
0.176,2.0,2
0.177,2.0,2
0.178,2.0,2
0.179,2.0,2
0.18,2.0,2
0.181,2.0,2
0.182,2.0,2
0.183,2.0,2
0.184,2.0,2
0.185,2.0,2
0.186,2.0,2
0.187,2.0,2
0.188,2.0,2
0.189,2.0,2
0.19,2.0,2
0.191,1.0,1
0.192,0.0,0
0.193,0.0,0
0.194,0.0,0
0.195,0.0,0
0.196,0.0,0
0.197,2.0,2
0.198,2.0,2
0.199,2.0,2
0.2,2.0,2
0.201,2.0,2
0.202,2.0,2
0.203,2.0,2
0.20400000000000001,2.0,2
0.20500000000000002,2.0,2
0.20600000000000002,0.0,0
0.20700000000000002,0.0,0
0.20800000000000002,0.0,0
0.209,0.0,0
0.21,0.0,0
0.211,0.0,0
0.212,2.0,2
0.213,0.0,0
0.214,0.0,0
0.215,0.0,0
0.216,0.0,0
0.217,1.0,1
0.218,0.0,0
0.219,1.0,1
0.22,0.0,0
0.221,0.0,0
0.222,0.0,0
0.223,0.0,0
0.224,1.0,1
0.225,1.0,1
0.226,0.0,0
0.227,1.0,1
0.228,0.0,0
0.229,0.0,0
0.23,0.0,0
0.231,0.0,0
0.232,1.0,1
0.233,0.0,0
0.234,0.0,0
0.23500000000000001,0.0,0
0.23600000000000002,0.0,0
0.23700000000000002,2.0,2
0.23800000000000002,1.0,1
0.23900000000000002,0.0,0
0.24,0.0,0
0.241,1.0,1
0.242,0.0,0
0.243,0.0,0
0.244,0.0,0
0.245,0.0,0
0.246,0.0,0
0.247,1.0,1
0.248,0.0,0
0.249,0.0,0
0.25,1.0,1
0.251,1.0,1
0.252,1.0,1
0.253,0.0,0
0.254,0.0,0
0.255,1.0,1
0.256,0.0,0
0.257,0.0,0
0.258,1.0,1
0.259,0.0,0
0.26,0.0,0
0.261,1.0,1
0.262,0.0,0
0.263,0.0,0
0.264,0.0,0
0.265,0.0,0
0.266,2.0,2
0.267,1.0,1
0.268,0.0,0
0.269,0.0,0
0.27,0.0,0
0.271,0.0,0
0.272,0.0,0
0.273,0.0,0
0.274,0.0,0
0.275,1.0,1
0.276,0.0,0
0.277,1.0,1
0.278,1.0,1
0.279,0.0,0
0.28,0.0,0
0.281,0.0,0
0.28200000000000003,0.0,0
0.28300000000000003,1.0,1
0.28400000000000003,0.0,0
0.28500000000000003,1.0,1
0.28600000000000003,1.0,1
0.28700000000000003,0.0,0
0.28800000000000003,0.0,0
0.289,1.0,1
0.29,0.0,0
0.291,0.0,0
0.292,1.0,1
0.293,1.0,1
0.294,1.0,1
0.295,0.0,0
0.296,1.0,1
0.297,1.0,1
0.298,0.0,0
0.299,1.0,1
0.3,0.0,0
0.301,2.0,2
0.302,2.0,2
0.303,2.0,2
0.304,2.0,2
0.305,2.0,2
0.306,1.0,1
0.307,0.0,0
0.308,1.0,1
0.309,1.0,1
0.31,1.0,1
0.311,1.0,1
0.312,0.0,0
0.313,0.0,0
0.314,0.0,0
0.315,0.0,0
0.316,0.0,0
0.317,0.0,0
0.318,1.0,1
0.319,1.0,1
0.32,0.0,0
0.321,1.0,1
0.322,0.0,0
0.323,0.0,0
0.324,0.0,0
0.325,0.0,0
0.326,0.0,0
0.327,0.0,0
0.328,0.0,0
0.329,1.0,1
0.33,0.0,0
0.331,0.0,0
0.332,1.0,1
0.333,0.0,0
0.334,0.0,0
0.335,1.0,1
0.336,1.0,1
0.337,0.0,0
0.338,0.0,0
0.339,0.0,0
